WEO Country Code,ISO,WEO Subject Code,Country,Subject Descriptor,Subject Notes,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,Estimates Start After
436,ISR,GGX_NGDP,Israel,General government total expenditure,"Total expenditure consists of total expense and the net acquisition of nonfinancial assets. Note: Apart from being on an accrual basis, total expenditure differs from the GFSM 1986 definition of total expenditure in the sense that it also takes the disposals of nonfinancial assets into account.",Percent of GDP,Units,See notes for:  General government total expenditure (National currency).,,,,,,,,,,,,,,,,,,,,,43.371,46.079,49.914,45.311,42.928,42.307,41.532,40.14,41.154,41.299,39.636,39.263,39.504,39.636,38.198,37.487,37.806,38.226,39.066,38.534,44.824,40.028,36.924,39.426,43.949,41.879,40.152,39.839,39.727,39.792,39.916,2024
436,ISR,GGXCNL,Israel,General government net lending/borrowing,"Net lending (+)/ borrowing (-) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (-) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",National currency,Billions,Source: Ministry of Finance and National Statistics Office Latest actual data: 2024 Fiscal assumptions: Projections are subject to significant risks given the unpredictability of the conflict and its impact on the economy. Fiscal projections are for the General Government and take the 2025 budget into account Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2014 Basis of recording: Quasi-accrual basis. General government includes: Central Government; Local Government; Social Security Funds Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Loans; Securities Other than Shares. Net debt subtracts liquidity financial assets from gross debt Primary domestic currency: Israeli new shekel Data last updated: 04/10/2025,,,,,,,,,,,,,,,,,,,,,-4.44,-23.007,-48.749,-30.077,-21.337,-18.123,-6.701,-3.273,-27.716,-54.698,-33.279,-32.875,-45.251,-43.716,-25.754,-14.247,-22.065,-14.558,-47.953,-53.929,-151.351,-53.337,5.625,-95.205,-165.765,-122.147,-99.393,-98.621,-107.672,-112.7,-119.646,2024
436,ISR,GGXCNL_NGDP,Israel,General government net lending/borrowing,"Net lending (+)/ borrowing (-) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (-) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,Units,See notes for:  General government net lending/borrowing (National currency).,,,,,,,,,,,,,,,,,,,,,-0.798,-4.052,-8.209,-5.021,-3.397,-2.739,-0.945,-0.431,-3.492,-6.518,-3.714,-3.427,-4.452,-4.056,-2.285,-1.208,-1.785,-1.128,-3.549,-3.776,-10.703,-3.371,0.319,-5.069,-8.291,-5.714,-4.385,-4.119,-4.254,-4.214,-4.234,2024
436,ISR,GGSB,Israel,General government structural balance,"The structural budget balance refers to the general government cyclically adjusted balance adjusted for nonstructural elements beyond the economic cycle. These include temporary financial sector and asset price movements as well as one-off, or temporary, revenue or expenditure items. The cyclically adjusted balance is the fiscal balance adjusted for the effects of the economic cycle; see, for example, A. Fedelino. A. Ivanova and M. Horton ""Computing Cyclically Adjusted Balances and Automatic Stabilizers"" IMF Technical Guidance Note No. 5, http://www.imf.org/external/pubs/ft/tnm/2009/tnm0905.pdf.",National currency,Billions,Source: Ministry of Finance and National Statistics Office Latest actual data: 2024 Fiscal assumptions: Projections are subject to significant risks given the unpredictability of the conflict and its impact on the economy. Fiscal projections are for the General Government and take the 2025 budget into account Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2014 Basis of recording: Quasi-accrual basis. General government includes: Central Government; Local Government; Social Security Funds Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Loans; Securities Other than Shares. Net debt subtracts liquidity financial assets from gross debt Primary domestic currency: Israeli new shekel Data last updated: 04/10/2025,,,,,,,,,,,,,,,,,,,,,-16.691,-27.256,-43.965,-20.187,-13.755,-11.55,-4.691,-7.687,-30.388,-49.93,-33.294,-38.389,-46.608,-46.242,-28.397,-10.634,-26.885,-31.405,-50.202,-55.465,-136.673,-50.274,-4.789,-98,-159.509,-123.69,-102.307,-98.473,-107.319,-112.616,-119.568,2024
436,ISR,GGSB_NPGDP,Israel,General government structural balance,"The structural budget balance refers to the general government cyclically adjusted balance adjusted for nonstructural elements beyond the economic cycle. These include temporary financial sector and asset price movements as well as one-off, or temporary, revenue or expenditure items. The cyclically adjusted balance is the fiscal balance adjusted for the effects of the economic cycle; see, for example, A. Fedelino. A. Ivanova and M. Horton ""Computing Cyclically Adjusted Balances and Automatic Stabilizers"" IMF Technical Guidance Note No. 5, http://www.imf.org/external/pubs/ft/tnm/2009/tnm0905.pdf.",Percent of potential GDP,Units,See notes for:  General government structural balance (National currency).,,,,,,,,,,,,,,,,,,,,,-3.162,-4.888,-7.263,-3.237,-2.125,-1.703,-0.657,-1.028,-3.863,-5.854,-3.715,-4.067,-4.603,-4.319,-2.536,-0.894,-2.17,-2.442,-3.733,-3.896,-9.38,-3.161,-0.276,-5.24,-7.909,-5.798,-4.53,-4.112,-4.239,-4.211,-4.231,2024
436,ISR,GGXONLB,Israel,General government primary net lending/borrowing,Primary net lending/borrowing is net lending (+)/borrowing (-) plus net interest payable/paid (interest expense minus interest revenue).,National currency,Billions,Source: Ministry of Finance and National Statistics Office Latest actual data: 2024 Fiscal assumptions: Projections are subject to significant risks given the unpredictability of the conflict and its impact on the economy. Fiscal projections are for the General Government and take the 2025 budget into account Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2014 Basis of recording: Quasi-accrual basis. General government includes: Central Government; Local Government; Social Security Funds Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Loans; Securities Other than Shares. Net debt subtracts liquidity financial assets from gross debt Primary domestic currency: Israeli new shekel Data last updated: 04/10/2025,,,,,,,,,,,,,,,,,,,,,18.892,3.107,-4.558,-6.223,7.46,13.176,22.212,27.383,9.117,-18.228,-2.311,0.171,-14.423,-11.502,-2.576,6.253,0.893,10.227,-18.646,-27.301,-125.806,-11.966,62.786,-45.288,-102.068,-65.052,-35.173,-28.944,-34.14,-35.35,-38.357,2024
436,ISR,GGXONLB_NGDP,Israel,General government primary net lending/borrowing,Primary net lending/borrowing is net lending (+)/borrowing (-) plus net interest payable/paid (interest expense minus interest revenue).,Percent of GDP,Units,See notes for:  General government primary net lending/borrowing (National currency).,,,,,,,,,,,,,,,,,,,,,3.394,0.547,-0.767,-1.039,1.188,1.991,3.134,3.609,1.149,-2.172,-0.258,0.018,-1.419,-1.067,-0.229,0.53,0.072,0.793,-1.38,-1.912,-8.897,-0.756,3.558,-2.411,-5.105,-3.043,-1.552,-1.209,-1.349,-1.322,-1.357,2024
436,ISR,GGXWDN,Israel,General government net debt,"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",National currency,Billions,Source: Ministry of Finance and National Statistics Office Latest actual data: 2024 Fiscal assumptions: Projections are subject to significant risks given the unpredictability of the conflict and its impact on the economy. Fiscal projections are for the General Government and take the 2025 budget into account Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2014 Basis of recording: Quasi-accrual basis. General government includes: Central Government; Local Government; Social Security Funds Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Loans; Securities Other than Shares. Net debt subtracts liquidity financial assets from gross debt Primary domestic currency: Israeli new shekel Data last updated: 04/10/2025,,,,,,,,,,,,,,,,,,,,,376.277,410.462,471.503,491.836,515.755,522.723,503.964,493.971,500.875,547.975,568.162,598.589,634.225,666.041,695.429,708.9,724.552,732.875,774.197,816.886,944.578,1014.27,1028.652,1123.267,1320.776,1437.955,1530.432,1621.903,1721.056,1823.698,1931.574,2024
436,ISR,GGXWDN_NGDP,Israel,General government net debt,"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,Units,See notes for:  General government net debt (National currency).,,,,,,,,,,,,,,,,,,,,,67.6,72.3,79.4,82.1,82.1,79,71.1,65.1,63.1,65.3,63.4,62.4,62.4,61.8,61.7,60.1,58.6,56.8,57.3,57.2,66.8,64.1,58.3,59.8,66.063,67.268,67.526,67.743,68.001,68.195,68.357,2024
436,ISR,GGXWDG,Israel,General government gross debt,"Gross debt consists of all liabilities that require payment or payments of interest and/or principal by the debtor to the creditor at a date or dates in the future. This includes debt liabilities in the form of SDRs, currency and deposits, debt securities, loans, insurance, pensions and standardized guarantee schemes, and other accounts payable. Thus, all liabilities in the GFSM 2001 system are debt, except for equity and investment fund shares and financial derivatives and employee stock options. Debt can be valued at current market, nominal, or face values (GFSM 2001, paragraph 7.110).",National currency,Billions,Source: Ministry of Finance and National Statistics Office Latest actual data: 2024 Fiscal assumptions: Projections are subject to significant risks given the unpredictability of the conflict and its impact on the economy. Fiscal projections are for the General Government and take the 2025 budget into account Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2014 Basis of recording: Quasi-accrual basis. General government includes: Central Government; Local Government; Social Security Funds Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Loans; Securities Other than Shares. Net debt subtracts liquidity financial assets from gross debt Primary domestic currency: Israeli new shekel Data last updated: 04/10/2025,,,,,,,,,,,,,,,,,,,,,429.412,460.121,517.391,536.418,553.965,563.579,549.14,536.359,556.835,608.124,617.806,643.654,678.819,710.55,729.51,743.46,761.21,769.55,809.97,843.9,1005.46,1072.82,1066.94,1157.35,1357.052,1476.743,1571.556,1665.345,1766.98,1872.222,1982.846,2024
436,ISR,GGXWDG_NGDP,Israel,General government gross debt,"Gross debt consists of all liabilities that require payment or payments of interest and/or principal by the debtor to the creditor at a date or dates in the future. This includes debt liabilities in the form of SDRs, currency and deposits, debt securities, loans, insurance, pensions and standardized guarantee schemes, and other accounts payable. Thus, all liabilities in the GFSM 2001 system are debt, except for equity and investment fund shares and financial derivatives and employee stock options. Debt can be valued at current market, nominal, or face values (GFSM 2001, paragraph 7.110).",Percent of GDP,Units,See notes for:  General government gross debt (National currency).,,,,,,,,,,,,,,,,,,,,,77.146,81.047,87.128,89.542,88.182,85.175,77.474,70.686,70.15,72.468,68.94,67.098,66.788,65.93,64.724,63.03,61.565,59.642,59.948,59.092,71.106,67.8,60.47,61.614,67.878,69.083,69.341,69.558,69.816,70.01,70.171,2024
436,ISR,NGDP_FY,Israel,"Gross domestic product corresponding to fiscal year, current prices","Gross domestic product corresponding to fiscal year is the country's GDP based on the same period during the year as their fiscal data. In the case of countries whose fiscal data are based on a fiscal calendar (e.g., July to June), this series would be the country's GDP over that same period. For countries whose fiscal data are based on a calendar year (i.e., January to December), this series will be the same as their GDP in current prices.",National currency,Billions,Source: Ministry of Finance and National Statistics Office Latest actual data: 2024 Fiscal assumptions: Projections are subject to significant risks given the unpredictability of the conflict and its impact on the economy. Fiscal projections are for the General Government and take the 2025 budget into account Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2014 Basis of recording: Quasi-accrual basis. General government includes: Central Government; Local Government; Social Security Funds Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Loans; Securities Other than Shares. Net debt subtracts liquidity financial assets from gross debt Primary domestic currency: Israeli new shekel Data last updated: 04/10/2025,0.128,0.304,0.691,1.785,8.814,32.935,51.172,65.507,81.367,99.227,123.183,157.958,190.445,220.286,267.54,317.85,367.619,412.254,458.236,502.667,556.623,567.72,593.832,599.069,628.204,661.675,708.81,758.788,793.78,839.166,896.154,959.278,1016.386,1077.737,1127.113,1179.534,1236.437,1290.273,1351.129,1428.122,1414.039,1582.324,1764.412,1878.373,1999.257,2137.647,2266.422,2394.189,2530.913,2674.23,2825.727,2024
436,ISR,BCA,Israel,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",U.S. dollars,Billions,"Source: National Statistics Office and Haver Latest actual data: 2024 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6) Primary domestic currency: Israeli new shekel Data last updated: 04/10/2025",-0.879,-1.364,-2.258,-2.369,-1.573,0.991,1.28,-1.406,-0.832,0.214,0.169,-1.273,-0.87,-2.481,-3.409,-4.964,-5.352,-3.643,-1.171,-1.538,-1.99,-1.93,-1.082,0.765,2.033,4.36,6.291,5.619,2.211,6.751,8.103,4.132,1,8.879,13.272,15.846,12.104,13.034,11.297,12.842,16.529,16.036,17.485,19.198,16.942,16.214,17.782,18.808,18.657,19.614,20.708,2024
436,ISR,BCA_NGDPD,Israel,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,Units,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-3.506,-5.135,-7.931,-7.461,-5.233,3.547,3.722,-3.423,-1.635,0.413,0.277,-1.837,-1.123,-3.187,-3.837,-4.703,-4.646,-3.048,-0.971,-1.267,-1.457,-1.43,-0.863,0.582,1.45,2.957,3.955,3.042,0.999,3.163,3.381,1.541,0.379,2.975,4.213,5.222,3.76,3.636,3.002,3.205,4.024,3.274,3.329,3.748,3.135,2.779,2.912,2.947,2.795,2.809,2.835,2024
136,ITA,NGDP_R,Italy,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,"Source: National Statistics Office Latest actual data: 2024. Annual and quarterly data are on the work-adjusted basis. Notes: All historical national accounts data and projections reflect the official published quarterly series. The historical national accounts revisions, released on September 23, 2024, did not include corresponding updated quarterly series and thus are not inco National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2020 Chain-weighted: Yes, from 1980 Primary domestic currency: Euro Data last updated: 04/10/2025",1133.116,1186.686,1191.596,1205.527,1244.415,1279.234,1315.82,1357.821,1414.773,1462.715,1492.737,1514.157,1526.789,1513.768,1546.33,1590.971,1615.228,1646.334,1676.04,1704.163,1770.32,1805.84,1810.715,1811.92,1838.629,1852.647,1885.985,1913.564,1893.985,1793.506,1820.931,1833.595,1776.291,1743.996,1743.972,1759.418,1781.17,1809.733,1824.694,1832.525,1670.013,1819.162,1906.865,1920.506,1934.446,1942.958,1959.187,1970.331,1983.729,1997.616,2011.599,2024
136,ITA,NGDP_RPCH,Italy,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,Units,"See notes for:  Gross domestic product, constant prices (National currency).",3.099,4.728,0.414,1.169,3.226,2.798,2.86,3.192,4.194,3.389,2.052,1.435,0.834,-0.853,2.151,2.887,1.525,1.926,1.804,1.678,3.882,2.006,0.27,0.067,1.474,0.762,1.799,1.462,-1.023,-5.305,1.529,0.695,-3.125,-1.818,-0.001,0.886,1.236,1.604,0.827,0.429,-8.868,8.931,4.821,0.715,0.726,0.44,0.835,0.569,0.68,0.7,0.7,2024
136,ITA,NGDP,Italy,"Gross domestic product, current prices","Expressed in billions of national currency units. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,"Source: National Statistics Office Latest actual data: 2024. Annual and quarterly data are on the work-adjusted basis. Notes: All historical national accounts data and projections reflect the official published quarterly series. The historical national accounts revisions, released on September 23, 2024, did not include corresponding updated quarterly series and thus are not inco National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2020 Chain-weighted: Yes, from 1980 Primary domestic currency: Euro Data last updated: 04/10/2025",211.921,253.862,299.627,348.891,398.905,447.69,494.976,541.469,601.701,660.643,719.131,785.551,826.707,851.509,900.637,990.52,1047.746,1095.091,1141.256,1177.55,1244.744,1308.623,1355.523,1399.386,1457.357,1499.073,1559.864,1621.714,1643.718,1584.107,1617.944,1657.362,1632.899,1621.262,1635.87,1663.278,1704.856,1744.494,1777.744,1804.068,1670.013,1842.507,1998.072,2131.391,2192.181,2249.834,2313.078,2372.759,2436.672,2502.803,2570.729,2024
136,ITA,NGDPD,Italy,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",479.967,435.267,430.169,446.399,441.048,455.457,645.071,809.632,897.006,932.931,1164.328,1229.898,1305.099,1049.47,1082.455,1177.984,1315.136,1246.34,1274.381,1256.251,1150.169,1172.049,1280.841,1582.534,1811.987,1866.013,1958.667,2222.785,2417.242,2207.085,2146.687,2306.568,2099.259,2153.259,2173.815,1845.615,1886.59,1970.027,2100.387,2019.831,1905.956,2180.656,2105.722,2305.271,2372.059,2422.855,2504.607,2566.489,2634.076,2705.116,2779.44,2024
136,ITA,PPPGDP,Italy,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box A2 in the Statistical Appendix of the October 2024 WEO, Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",623.346,714.581,761.876,800.966,856.645,908.461,953.257,1008.061,1087.384,1168.318,1236.917,1297.105,1337.733,1357.759,1416.583,1488.033,1538.381,1595.045,1642.078,1693.256,1798.835,1876.242,1910.544,1949.558,2031.49,2111.168,2215.436,2308.732,2329.131,2219.169,2280.487,2343.726,2312.754,2309.353,2349.543,2392.351,2444.942,2528.637,2609.653,2787.075,2641.205,2984.159,3351.037,3496.463,3607.003,3719.11,3832.134,3924.85,4033.946,4136.558,4243.478,2024
136,ITA,NGDP_D,Italy,"Gross domestic product, deflator",The GDP deflator is derived by dividing current price GDP by constant price GDP and is considered to be an alternate measure of inflation. Data are expressed in the base year of each country's national accounts.,Index,Units,"See notes for:  Gross domestic product, constant prices (National currency) Gross domestic product, current prices (National currency).",18.702,21.393,25.145,28.941,32.056,34.997,37.617,39.878,42.53,45.166,48.175,51.88,54.147,56.251,58.244,62.259,64.867,66.517,68.092,69.098,70.312,72.466,74.861,77.232,79.263,80.915,82.708,84.748,86.786,88.325,88.853,90.389,91.927,92.962,93.801,94.536,95.716,96.395,97.427,98.447,100,101.283,104.783,110.981,113.323,115.794,118.063,120.424,122.833,125.29,127.795,2024
136,ITA,NGDPRPC,Italy,"Gross domestic product per capita, constant prices",GDP is expressed in constant national currency per person. Data are derived by dividing constant price GDP by total population.,National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",20094.814,21010.995,21081.216,21312.984,21999.689,22605.973,23248.597,23992.107,24991.85,25820.576,26329.55,26683.946,26892.908,26640.878,27203.816,27988.171,28415.003,28945.838,29453.621,29945.347,31099.972,31703.267,31770.681,31684.469,31913.999,31917.774,32355.764,32704.5,32100.478,30183.24,30506.305,30586.171,29553.041,28932.878,28899.586,29179.924,29605.387,30128.707,30443.142,30635.689,28000.861,30710.302,32303.248,32552.493,32803.216,32952.275,33254.016,33480.37,33755.09,34047.931,34351.849,2024
136,ITA,NGDPRPPPPC,Italy,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2021 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",32963.6,34466.508,34581.698,34961.891,36088.364,37082.914,38137.077,39356.733,40996.714,42356.16,43191.083,43772.434,44115.217,43701.786,44625.232,45911.889,46612.066,47482.849,48315.819,49122.447,51016.499,52006.145,52116.732,51975.309,52351.831,52358.023,53076.504,53648.572,52657.732,49512.689,50042.646,50173.658,48478.908,47461.59,47406.978,47866.845,48564.777,49423.231,49939.032,50254.887,45932.706,50377.283,52990.356,53399.22,53810.506,54055.023,54550,54921.311,55371.963,55852.341,56350.888,2024
136,ITA,NGDPPC,Italy,"Gross domestic product per capita, current prices",GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.,National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",3758.232,4494.781,5300.875,6168.181,7052.138,7911.35,8745.495,9567.522,10628.999,11662,12684.348,13843.743,14561.642,14985.749,15844.46,17425.109,18431.89,19253.885,20055.68,20691.767,21866.953,22974.142,23783.913,24470.618,25296.071,25826.33,26760.866,27716.525,27858.792,26659.226,27105.636,27646.431,27167.357,26896.722,27108.213,27585.443,28336.948,29042.598,29659.829,30159.952,28000.861,31104.402,33848.34,36126.985,37173.737,38156.855,39260.73,40318.53,41462.347,42658.494,43900.056,2024
136,ITA,NGDPDPC,Italy,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",8511.792,7706.659,7610.37,7892.058,7797.171,8048.61,11397.445,14305.851,15845.543,16468.564,20536.935,21674.463,22988.054,18469.667,19043.086,20722.958,23135.807,21913.138,22395.127,22074.693,20205.515,20576.46,22473.552,27673.263,31451.559,32148.046,33602.692,37989.367,40968.981,37143.445,35963.743,38475.823,34926.415,35722.542,36022.564,30609.504,31357.601,32797.298,35042.793,33767.024,31956.874,36812.887,35671.989,39074.242,40224.012,41091.258,42511.632,43610.442,44821.373,46106.773,47464.192,2024
136,ITA,PPPPC,Italy,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box A2 in the Statistical Appendix of the October 2024 WEO, Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",11054.499,12652.081,13478.794,14160.597,15144.411,16053.865,16842.639,17812.003,19208.551,20623.725,21817.291,22858.838,23562.87,23895.267,24921.246,26177.304,27063.108,28044.079,28856.786,29753.696,31600.902,32939.249,33522.268,34091.309,35261.59,36371.632,38007.79,39458.277,39475.609,37346.804,38205.306,39095.663,38478.448,38312.149,38934.586,39677.106,40638.144,42097.133,43539.369,46593.61,44284.701,50377.283,56768.247,59264.898,61165.473,63075.554,65044.235,66692.053,68641.516,70504.675,72465.399,2024
136,ITA,NGAP_NPGDP,Italy,Output gap in percent of potential GDP,"Output gaps for advanced economies are calculated as actual GDP less potential GDP as a percent of potential GDP. Estimates of output gaps are subject to a significant margin of uncertainty. For a discussion of approaches to calculating potential output, see Paula R. De Masi, IMF Estimates of Potential Output: Theory and Practice, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1997), pp. 40-46.",Percent of potential GDP,Units,"See notes for:  Gross domestic product, constant prices (National currency).",-4.374,-2.221,-3.965,-5.078,-4.292,-4.052,-3.821,-3.299,-1.851,-0.927,-1.105,-1.67,-2.581,-4.761,-4.236,-3.115,-3.287,-3.204,-3.215,-3.338,-1.291,-0.791,-1.711,-2.625,-2.121,-1.98,-0.688,0.461,-0.424,-5.191,-3.257,-2.225,-4.538,-5.718,-5.375,-4.552,-3.503,-2.261,-1.828,-1.808,-11.047,-3.776,0.142,0.127,0.109,-0.18,-0.065,-0.205,-0.225,-0.225,-0.22,2024
136,ITA,PPPSH,Italy,Gross domestic product based on purchasing-power-parity (PPP) share of world total,"Expressed in percent of world GDP in PPP dollars. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box A2 in the Statistical Appendix of the October 2024 WEO, Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Percent,Units,"See notes for:  Gross domestic product, current prices (National currency).",4.723,4.832,4.828,4.763,4.706,4.67,4.652,4.621,4.612,4.602,4.523,4.486,4.06,3.951,3.924,3.895,3.809,3.731,3.7,3.636,3.593,3.578,3.492,3.371,3.254,3.134,3.034,2.926,2.817,2.685,2.594,2.517,2.363,2.246,2.171,2.12,2.08,2.037,1.976,1.993,1.892,1.911,1.934,1.884,1.839,1.798,1.761,1.716,1.675,1.635,1.597,2024
